ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0060177721,finding moon,tony hillerman,1995,Harpercollins
1857029402,brokeback mountain,annie proulx,0,Fourth Estate
0515135690,bitter instinct,robert w walker,2003,Jove Books
0553802585,i richard,elizabeth george,2002,Bantam
0399139079,lyons pride rowan,anne mccaffrey,1994,Berkley Pub Group
0380791854,lathe of heaven,ursula k le guin,1997,Eos
0743410513,the unburied,charles palliser,2000,Washington Square Press
0486406466,songs for the open road  poems of travel and adventure dover thrift editions,the american poetry literacy project,1999,Dover Publications
0892966777,death of a village,mc beaton,2003,Warner Books
0590469215,steal away,jennifer armstrong,1993,Scholastic
0446377651,side tracked home executives,pam young,1983,Warner Books
0192816209,alices adventures in wonderland  and through the lookingglass and what alice found there the worlds classics,lewis carroll,1983,Oxford University Press
3548600808,elementarteilchen,michel houellebecq,2001,List Taschenbuchverlag
0743442539,the spy who came in from the cold,john le carre,2001,Scribner
0385334222,back to the moon a novel,homer hickam,1999,Bantam Dell Pub Group
0552150738,angels and demons,dan brown,2003,Corgi Adult
0609805339,dogs that know when their owners are coming home and other unexplained powers of animals,rupert sheldrake,2000,Three Rivers Press (CA)
0140250832,house of sleep,jonathan coe,0,Penguin Putnam~trade
0312498349,the lord god made them all,james herriot,1981,St. Martin's Press
0393314251,the mismeasure of man,stephen jay gould,1996,W. W. Norton & Company
1558703616,confessions of an organized homemaker the secrets of uncluttering your home and taking control of your life,deniece schofield,1994,Betterway Books
8427200153,diez negritos,agatha christie,1983,Distribooks Inc
0312970048,zero option,peter t deutermann,1999,Hambledon & London
0786863005,the pied piper,ridley pearson,1998,Hyperion Books
0786918047,time of the twins dragonlance legends vol 1,margaret weis,2001,Wizards of the Coast
0964060566,mouse tales a behindtheears look at disneyland,david koenig,1995,Bonaventure Press.
0802136680,this boys life a memoir,tobias wolff,2000,Grove Press
0886777100,otherland city of golden shadow,tad williams,1996,Daw Books
0312962444,the judgment judgement,william j coughlin,1999,St. Martin's Press
0425170357,trick of light,david hunt,1999,Berkley Publishing Group
0345329821,raney,clyde edgerton,1992,Ballantine Books
0345362462,grumbles from the grave,robert a heinlein,1989,Ballantine Books
0375422331,isaac newton,james gleick,2003,Pantheon
3548251285,,stephen king,2001,Ullstein Tb
1561483176,fixit and forgetit cookbook feasting with your slow cooker,dawn j ranck,2001,Good Books
0679767223,my dog skip,willie morris,1996,Vintage Books USA
0451933028,the green mile the complete six part novel,stephen king,1996,Signet Book
0312983395,the sunbird,wilbur smith,2002,St. Martin's Paperbacks
0380727617,who in hell is wanda fuca,gm ford,1996,Avon
0671633198,somebodys darling a touchstone book,larry mcmurtry,1987,Simon & Schuster
0688084796,how to make the world a better place a guide to doing good,jeffrey hollender,1990,Quill
0886777917,a point of honor,dorothy j heydt,1998,Daw Books
0843949651,noble intentions,katie macalister,2002,Leisure Books
0756401666,sun in glory a valdemar anthology,mercedes lackey,2003,Daw Books
0374373620,a swiftly tilting planet,madeleine lengle,1978,"Farrar, Straus and Giroux (BYR)"
0449207013,devils novice brother cadfael mysteries,ellis peters,1989,Fawcett Books
067172052X,fallen angels,larry niven,1991,Baen
0451193008,shroud for the archbishop a sister fidelma mystery sister fidelma mysteries ,peter tremayne,1998,Signet Book
0886775914,catfantastic iii daw book collectors,andre norton,1994,Daw Books
0449130703,the number of the beast,robert heinlein,1989,Fawcett Books
958704049X,el hombre duplicado,jose saramago,2002,"Alfaguara Ediciones, S.A. (Spain)"
1572460733,the law,frederic bastiat,1998,Foundation for Economic Education
8423309835,1984 spanish language edition,george orwell,1984,Destino Ediciones
0684174693,farewell to arms,ernest hemingway,0,Simon Schuster Trade
2253004685,vent dest vent douest,pearl buck,1972,LGF
0525947612,everyone dies a kevin kerney novel kevin kerney novels hardcover,michael mcgarrity,2003,Dutton Books
2070376117,harold et maude,colin higgins,1984,Gallimard
2205054252,le combat ordinaire tome 1,larcenet,2003,Dargaud
3453034511,das erbe des zauberers ein roman aus der bizarren scheibenwelt,terry pratchett,2000,Heyne
156971634X,murder mysteries,p craig russell,2002,Last Gasp
1563891387,brief lives sandman book 7,neil gaiman,1995,DC Comics
0192812173,malory complete works,thomas sir malory,1977,Oxford University Press
0312972849,aquarius descending elizabeth chase mysteries,martha c lawrence,2000,St. Martin's Minotaur
0821772414,catch of the day,marcia evanick,2002,Zebra Books
0575058080,maskerade,terry pratchett,1995,McClelland & Stewart Ltd
0312982860,true believers  a gregor demarkian mystery a gregor demarkian mystery,jane haddam,2002,St. Martin's Minotaur
0330482203,dry bones that dream an inspector banks mystery,peter robinson,2001,Pan Macmillan
0142437344,a portrait of the artist as a young man penguin classics,james joyce,2003,Penguin Books
0886777992,this alien shore,cs friedman,2004,Daw Books
0152802177,stellaluna,janell cannon,1993,Harcourt Children's Books
0809239973,101 ways to make your child feel special,vicki lansky,1991,McGraw-Hill/Contemporary Books
0812504577,frankenstein,mary wollstonecraft shelley,1989,Tor Books
0743236009,sex drugs and cocoa puffs  a low culture manifesto,chuck klosterman,2003,Scribner
0393302008,hens teeth and horses toes,stephen jay gould,1984,W. W. Norton & Company
0345288238,brocas brain,sagan,1980,Not Avail
0553270885,myths to live by,joseph campbell,1984,Bantam Books
0679732578, good wives image and reality in the lives of women in northern new england 16501750,laurel thatcher ulrich,1991,Vintage Books USA
0804706069,a daughter of han the autobiography of a chinese working woman,lao toaitoai ning,1990,Stanford University Press
0141181230,siddhartha an indian tale penguin twentiethcentury classics,hermann hesse,1999,Penguin Books
0517548747,life the universe and everything,douglas adams,1986,Random House Value Pub
0060528370,a peoples history of the united states  1492present perennial classics,howard zinn,2003,Perennial Classics
0671024434,i q star trek the next generation,john de lancie,1999,Star Trek
0060921056,letters from the earth,mark twain,1991,Perennial
0525934855,marilyn the last take,peter harry brown,1992,Penguin USA
014062063X,dracula penguin popular classics,bram stoker,1994,Penguin Books Ltd
0486282414,selected canterbury tales dover thrift editions,geoffrey chaucer,1994,Dover Publications
0671795619,sarek,ac crispin,1994,Pocket Books
0671019783,new frontier star trek new frontier,peter david,1998,Star Trek
0671042432,restoration star trek new frontier excalibur book 3,peter david,2000,Star Trek
0671042394,renaissance star trek new frontier excalibur book 2,peter david,2000,Star Trek
0671042408,being human star trek new frontier no 12,peter david,2001,Star Trek
0140390197,the scarlet letter a romance the penguin american library,nathaniel hawthorne,1993,Penguin Books
0552141275,bravo two zero,andy mcnab,1994,Bantam Doubleday Dell
0385264763,midaq alley,naguib mahfouz,1992,Anchor
0590426893,bxc surprise island,gertrude warner,0,Scholastic Inc
1841210307,stargirl orchard black apple s,jerry spinelli,2001,Orchard Books
0450588866,dolores claiborne,stephen king,0,Trafalgar Square
0786806532,daughters of the moon goddess of the night  book 1 daughters of the moon,lynne ewing,2000,Hyperion Books for Children
0399136649,the cat who knew a cardinal,lilian jackson braun,1991,Putnam Pub Group
0670869082,miriams kitchen a memoir,elizabeth ehrlich,1997,Penguin USA
0380778793,nutty as a fruitcake bedandbreakfast mysteries ,mary daheim,1996,Avon
0752844148,mortal causes inspector rebus s,ian rankin,2001,Orion mass market paperback
0312241259,for kings and planets,ethan canin,1999,Picador USA
0345448367,darwins children,greg bear,2004,Del Rey
0553235559,lonesome gods,louis lamour,1984,Bantam Books
014001599X,a damsel in distress,pg wodehouse,2001,Penguin Books
3596220203,,robert m pirsig,1978,"Fischer (Tb.), Frankfurt"
0553579304,and justice there is none,deborah crombie,2003,Bantam Books
3442414199,,douglas coupland,1994,Goldmann
9681500830,el principitolittle prince,antonie de saint,1998,"Editores Mexicanos Unidos, S.A."
0812571118,hope of earth geodyssey,piers anthony,1998,Tor Fantasy
0812550919,shame of man geodyssey,piers anthony,1995,Tor Fantasy
0553290991,nightfall bantam spectra book,isaac asimov,1991,Spectra Books
0553100157,breakfast in bed,sandra brown,1996,Bantam Dell Pub Group
0060968966,linda goodmans love signs  a new approach to the human heart,linda goodman,1992,Perennial
0060090251,founding mothers the women who raised our nation,cokie roberts,2004,William Morrow
0316103098,bloom county babylon  five years of basic naughtiness bloom county,berkeley breathed,1986,"Little, Brown"
0316107549,classics of western literature bloom county 19861989,berke breathed,1990,Little Brown & Co
0671010212,the ramses 2 the temple of a million years ramses,christian jacq,1998,Simon & Schuster (Trade Division)
0743467566,the last victim in glen ross,mg kincaid,2003,Pocket
1575664674,yesterday,fern michaels,1999,Kensington Publishing Corp.
1551664151,shocking pink,erica spindler,1998,Mira
0394896955,the bravest dog ever the true story of balto stepintoreading step 3,natalie standiford,1989,Random House Books for Young Readers
0805000313,never sniff a gift fish,patrick j mcmanus,1989,Owl Books (NY)
0525460543,the prince of egypt collectors edition storybook,walt disney,0,Dreamworks Entertainment
0330492047,the hitch hikers guides a trilogy in four parts a trilogy in four parts the hitch hikers guide to the galaxy,douglas adams,2002,Pan Macmillan
0449211096,blue highways,william least heatmoon,1986,Fawcett Books
0060514957,killer smile scottoline lisa,lisa scottoline,2004,HarperCollins
1888306149,miserly moms  living on one income in a two income economy,jonni mccoy,1996,Full Court Press
0451524233,tarzan of the apes tarzan,edgar rice burroughs,1990,Signet Classics
1573221872,anger wisdom for cooling the flames,nhat hanh,2001,Riverhead Books
0060919884,the writing life,annie dillard,1990,Perennial
0689828683,the landry news,andrew clements,2000,Aladdin
0374404143,annie on my mind,nancy garden,1992,"Farrar, Straus and Giroux (BYR)"
0307301443,disneys aladdin magic carpet ride little golden book,teddy slater margulies,1995,Random House Childrens Books
0515114030,until tomorrow,jill marie landis,1996,Jove Books
0312983131,if she should die,carlene thompson,2003,St. Martin's Paperbacks
1551668963,used  to  be lovers,linda lael miller,2002,Mira
0440500702,schrodingers cat trilogy  the universe next door the trick top hat  the homing pigeons,robert a wilson,1988,Dell
0380711923,the man who was poe rack,avi,1991,HarperTrophy
0553571931,the chatham school affair,thomas h cook,1997,Bantam Books
068481871X,dog love,marjorie garber,1996,Simon & Schuster
014044615X,the count of monte cristo penguin classics,alexandre dumas,1997,Penguin Books
014011291X,in patagonia,bruce chatwin,1988,Penguin Books
0684814528,the best american poetry 1997 paper,james tate,1997,Scribner
0671578456,the apocalypse troll,david weber,2000,Baen
3257227795,,john irving,1995,Diogenes Verlag
1576738469,the protector omalley 4,dee henderson,2001,Multnomah
3518368834,kurgast aufzeichnungen von einer badener kur,hermann hesse,1977,Suhrkamp
1570620636,zen flesh zen bones shambhala pocket classics,paul reps,1994,Shambhala
0425183394,casual rex a novel,eric garcia,2002,Berkley Publishing Group
0385493622,fermats enigma the epic quest to solve the worlds greatest mathematical problem,simon singh,1998,Anchor Books/Doubleday
0140373489,the wonderful story of henry sugar puffin teenage fiction s,roald dahl,1995,Puffin Books
0449212629,blood sport,dick francis,1990,Fawcett Books
0446673706,indian killer,sherman alexie,1998,Warner Books
055337849X,the brothers k,david james duncan,1996,Bantam
0553277391,jubal sackett  the sacketts sacketts,louis lamour,1986,Bantam
0140441204,therese raquin penguin classics,emile zola,1981,Penguin Books
0670032573,wizard and glass the dark tower book 4,stephen king,2003,Viking Books
0452279623,the waste lands the dark tower book 3,stephen king,1997,New American Library
0452279615,the drawing of the three the dark tower book 2,stephen king,1997,Plume Books
078601475X,the forgotten,tamara thorne,2002,Pinnacle Books
0425053121,god emperor of dune dune chronicles book 4,frank herbert,1982,Berkley Books
0312975724,hunting evil,carlton smith,2000,St. Martin's True Crime Classics
0451409787,valentine,tom savage,2001,Onyx Books
156865524X,dont open this book,editor marvin kaye,1998,Bantam Doubleday Dell
0441010652,something from the nightside,simon r green,2003,Ace Books
039914143X,rosehaven,catherine coulter,1996,Putnam Publishing Group
8408016245,,fernando g delgado,1995,Planeta
0446603635,imago aspect movie tiein,octavia e butler,1997,Warner Books
